order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,product_id,seller_id,price,shipping_charges
5pFdGoSfxeIK,RaeKH8ZvQ6wb,delivered,2018-07-02 21:01:02,2018-07-02 21:10:53,2018-07-26 00:02:28,2018-08-01,0K0P4NdTAnei,GfHYhMBLLdWs,91.3,81.56
V0Ij59koDRWf,FU3A6KMtluXQ,delivered,2017-09-27 19:57:59,2017-09-27 20:07:31,2017-10-06 21:03:45,2017-10-24,ZERA6htQikNZ,qI9UblMbsm1o,159.77,145.31
ZDCvkbdXYohO,IiGKJoIlARas,delivered,2018-08-11 15:37:03,2018-08-11 15:45:17,2018-08-27 19:51:57,2018-09-05,xtEOUZRddbvV,NFUo7mzHc8co,36.2,3.57
S7niFxPEWyCS,ElHqCBM0ArJi,delivered,2017-06-29 14:15:14,2017-06-29 14:25:17,2017-07-06 14:24:46,2017-07-19,hCot5z3SvNSu,751gJhUx3od1,72.4,2.75
uKUHfaSFswPT,7vgzFK3Pzq1A,delivered,2018-03-27 21:44:00,2018-03-27 21:55:15,2018-04-06 23:09:32,2018-04-16,PSS14qFZXi59,3KuTukGXgD7C,33.41,61.75
a7NrgIU7PlcK,MLpZC4ZZwzG9,delivered,2017-07-12 17:40:18,2017-07-12 17:55:16,2017-07-17 22:03:47,2017-08-01,fy3bLocmdmNu,8N9xIv5B6CzS,109.82,67.11
dpS6B7GTwDwz,DKUqLzyOPkXq,delivered,2018-04-20 13:27:24,2018-04-24 18:57:07,2018-04-30 19:58:51,2018-05-16,SLTlrWtcYt1m,r7VxefoTVHbb,4099.99,13.3
1pI2ZlkNLGG1,q335lZ8Tn2ry,delivered,2018-02-15 17:42:18,2018-02-15 17:50:37,2018-02-22 23:36:37,2018-03-08,Jg0goz1MnzTW,9fFFM6RBxCkT,34.0,60.26
ViEzaSkc4nNB,2noYa1xn6w2Y,delivered,2017-02-27 21:44:14,2017-02-27 21:55:15,2017-03-10 14:17:37,2017-03-20,qoUx9NPva3h6,9gxQOgjadyeX,59.6,55.54
lchJxhQ24Mdr,ZclfTNlQtKv6,delivered,2017-08-05 18:37:13,2017-08-05 18:50:19,2017-08-17 18:21:24,2017-08-29,IfiF3xz32fhG,Rvum5utfPG0m,692.0,48.82
kRR7dyNFLVsv,N5F2yzp2on1I,delivered,2018-07-08 22:50:20,2018-07-11 03:55:17,2018-07-12 23:12:07,2018-07-19,GflvPPHuq0zN,ruq0u2ZpAMDr,820.05,19.73
Giy472kHEgu6,TYBunudfST4c,delivered,2018-07-26 01:28:39,2018-07-26 01:44:32,2018-07-30 12:06:12,2018-08-23,FNMiZoOs1uhI,yGbPyLPc8PmT,518.18,28.31
GACfI47ITS6C,uqCjCKN11EIH,delivered,2018-07-18 20:32:33,2018-07-18 21:02:34,2018-07-25 19:41:20,2018-08-06,nuF73WjvQjvq,Bn0rKfmMycWE,7.09,36.82
opj1chaG0KLo,aVefkMtFAXHJ,delivered,2018-07-04 20:50:40,2018-07-05 16:24:39,2018-07-20 17:37:29,2018-07-25,qeXWfcWv7JG5,vozTKf0tG9Yi,45.6,38.41
kFPnFDIyryTm,eAMAbVjSGCsQ,delivered,2018-01-03 23:40:14,2018-01-04 01:07:52,2018-01-12 20:59:11,2018-02-01,ojKOZNiAjf83,MD95fJyKH99j,319.97,19.9
r3cQdsEFFCpk,CO1VWrldBlEN,delivered,2018-01-20 20:57:48,2018-01-22 14:17:54,2018-01-25 02:56:47,2018-02-14,vRcObiM9tz5v,yGbPyLPc8PmT,1899.0,20.9
ZPH48u05wBjD,63X7KM1QU5mx,delivered,2017-07-22 22:18:52,2017-07-22 22:30:11,2017-08-05 12:34:46,2017-08-10,TazhSpShJ1kd,EGW4UK5bOeEZ,40.8,23.96
RWpoObCglmFV,yg2UipDl7ZEI,delivered,2017-12-03 21:03:58,2017-12-05 10:30:54,2017-12-10 11:56:50,2017-12-27,Kqgfn2UCqWA7,ohSnplkhmSF0,188.8,143.67
4UhZXmpxp9wD,d95bEfMNmkoc,delivered,2017-07-18 10:49:39,2017-07-18 11:23:33,2017-08-03 15:36:45,2017-08-09,UwNRp74lJRdY,ceLyg2V6lyl7,40.16,14.79
TyEGLP7cw0Xs,T9Kr6V6yoONe,delivered,2018-08-18 16:04:56,2018-08-18 16:15:13,2018-08-27 22:02:47,2018-09-04,FXbBV3RUXIrb,On7VyJbjT6UV,19.3,2.54
NJkuvb4cdf7K,UA6xW9oolWcO,delivered,2017-09-25 17:17:20,2017-09-25 17:30:17,2017-09-29 17:37:38,2017-10-20,tk5jaxynSXF9,ruq0u2ZpAMDr,128.99,17.52
ST9Oa4SlJ9Mt,9Hhmb6Ydkb6m,delivered,2018-04-28 23:52:14,2018-04-29 01:58:45,2018-05-10 22:31:45,2018-05-22,SLANLZkCbYI1,Mhg6gqpiKkO7,30.24,13.8
PU80g10sW2aU,BaXK8Bmrev6m,delivered,2018-02-26 16:59:58,2018-02-26 17:15:38,2018-04-20 12:46:38,2018-03-28,cQKw1OMGBjaS,vYu5aYeAvyzz,111.27,38.66
eL6okbGX5VYC,1Kh8Nhaqel2u,delivered,2017-11-29 16:42:28,2017-11-29 18:12:31,2017-12-13 19:36:24,2017-12-26,guKD6CdA1ReN,zhKBSmYNDuJd,125.46,2.71
9a4npG11WoEy,AMnUxsMDw191,delivered,2018-05-10 19:05:45,2018-05-10 19:37:20,2018-05-17 17:02:00,2018-05-18,FowSDF5aYRJQ,wdkFVpIzRNT3,283.2,49.05
ZPmtYouxV3tk,foi9S06QJLpK,delivered,2017-11-26 20:28:28,2017-11-26 20:37:24,2017-12-17 17:14:48,2017-12-15,nr3yDWPmgAmA,Uhxp4jLBVzJq,172.13,38.15
AdfmMtFARibX,qbN5bT505h58,delivered,2018-05-31 11:58:13,2018-05-31 12:14:45,2018-06-12 19:41:28,2018-07-19,FMheGx35KNMJ,hDN0gJiFmrgG,41.98,31.72
EoQJvzLK36cj,tFJRlDP4jClm,delivered,2017-12-22 12:59:18,2017-12-22 13:14:26,2018-01-05 17:09:56,2018-01-12,2Cft0TjEDGHb,cGYqbZqqQHjS,69.7,32.34
TE7IuKQQdVHI,o2kjhhEPemKJ,delivered,2018-01-01 13:06:57,2018-01-01 13:17:25,2018-01-10 00:24:12,2018-02-01,z00rH2Mg1Znc,Go8YHBAVjLc1,389.89,26.82
nIRqGv3h3Zoj,mUTJ0mIUzCfw,delivered,2017-12-02 15:03:10,2017-12-02 15:11:48,2017-12-18 19:11:47,2018-01-02,Ar6zLmUXYsa7,Cyl6PGvB25KG,172.99,38.66
XS0WGADsSqaR,10wk5s7tgS6I,delivered,2017-10-28 19:23:49,2017-10-28 19:35:09,2017-11-15 04:58:38,2017-11-28,8KI0onE1vluY,giqDC4P2HqKt,597.89,3.17
rxl43QMF3xv6,iayqfg3V6Dbg,delivered,2018-02-04 18:59:41,2018-02-04 19:15:29,2018-02-21 22:09:44,2018-03-13,jIV0FUPOxhfX,yWUu6WhwFUAg,257.6,70.82
RUJIDTEtwiMo,2GEypubQ0ORY,delivered,2018-01-21 11:32:35,2018-01-22 13:47:30,2018-02-08 18:49:08,2018-02-20,DvP1NYbbfXac,AaoKSXhBsNmR,153.78,35.01
V1Sxmh3SU57V,0EV6twq65IyE,delivered,2017-06-09 19:13:10,2017-06-09 19:22:11,2017-06-23 09:45:45,2017-06-30,13S4nibeqfeW,yDXyFJchpECr,137.88,17.38
N8Qi7697HZMc,2DxdvlKzymvW,delivered,2017-09-19 14:54:52,2017-09-19 15:10:21,2017-09-27 15:08:23,2017-10-06,DWI07vcxaNPj,UOGIrJtSldvd,404.88,72.87
XjtvY2UAVCVI,EHUuUuIUk6yx,delivered,2017-12-04 21:10:09,2017-12-06 02:50:19,2018-01-04 23:35:32,2018-01-02,DwErrH6eI5GJ,0Mzbc3aACMOQ,676.97,26.59
vGwbSG2e2rOI,X5bgprYmvfwd,delivered,2018-04-17 20:59:24,2018-04-17 21:10:17,2018-04-23 16:44:40,2018-05-09,bpOOlUVH8kW0,eVS6MuExSoto,2130.0,23.05
V87rz1OPDZ0D,1xvHZz87MoOy,delivered,2017-09-06 05:47:55,2017-09-07 06:42:33,2017-09-15 15:04:00,2017-09-28,XZ8xm0NxlsgG,m2zBHhCnIKh3,98.99,132.76
f0QiUaY4yDxp,zUzW73I2bWSu,delivered,2017-06-14 20:46:50,2017-06-17 03:15:47,2017-07-21 11:33:34,2017-07-18,HfvcKKO6VLtq,eAcHTmATevNi,77.8,18.92
iEKWO6AhgIS0,T2xEk3ooMcK3,delivered,2017-12-15 13:43:13,2017-12-16 16:20:28,2017-12-22 01:07:14,2018-01-10,TpFZIk33uyGn,XePbD5Ocm6Yk,14.78,7.71
h46PC8rBHbVB,SvukGim5MV8y,delivered,2018-04-12 14:18:16,2018-04-12 15:30:09,2018-04-24 22:03:24,2018-05-10,kEmwpYRLFQh2,tNJnfkCxzhmN,820.0,6.87
9NIk7L8GgRB3,YzhQjl1sOZlu,delivered,2018-03-18 19:56:52,2018-03-18 20:10:31,2018-04-05 23:36:33,2018-04-06,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,64.55
qCsmmKsWYnHP,rOegJqlFEfzw,delivered,2018-04-23 20:25:37,2018-04-25 03:30:05,2018-05-08 15:51:03,2018-05-23,DzZeWV8vcP50,5UXegtTbMc0Y,33.41,65.59
75RHdBuotvYJ,8tCoVaXA7MmK,delivered,2017-09-19 23:49:48,2017-09-21 03:04:36,2017-10-02 13:48:01,2017-10-10,uxysNTyZDUV6,wnF6o59qfQ7x,564.99,47.55
VPxsKDh76DX8,2p6e7su79S0e,delivered,2017-11-26 20:52:35,2017-11-26 21:13:32,2017-12-13 18:52:37,2017-12-18,MJd5ysuJ9wF1,TuPm19CMKvrM,114.89,31.33
v9PWGRwLJ0qb,IVGotkISnnFC,delivered,2018-07-20 15:01:59,2018-07-21 14:55:20,2018-07-28 12:46:36,2018-08-06,iDsg1xUA7qKz,mFvZj7UmZKhl,54.78,28.69
eESLkmAwrlZM,6HgdqKzOnWrM,delivered,2017-11-08 18:19:54,2017-11-08 18:35:56,2017-11-14 18:33:25,2017-12-04,kHHZND1nmXxm,FWPDMauONCdH,2249.0,33.35
e36Fz98Z5SWj,c05jPM4pQbEg,delivered,2017-10-10 19:29:16,2017-10-10 20:06:15,2017-10-18 19:06:55,2017-11-01,ixKNEjGAj4eD,KO5ZAQ5NWsGp,109.82,47.55
RYTKEaJQZZDL,TJTWOvAN7YlV,delivered,2018-08-08 16:42:33,2018-08-08 16:50:16,2018-08-14 16:44:28,2018-08-20,yuIQ3aDQUEnM,XoReeOEjvEuw,599.39,34.33
3h45Qqysp1hr,I5DzPD3KzQbn,delivered,2017-08-01 12:50:41,2017-08-01 13:05:48,2017-08-08 21:17:28,2017-08-23,zmlBaWwZ31tJ,kT4UPkqxjZhU,214.49,38.37
u2MCUgxeqRiD,QYyAvYm6Q7m4,delivered,2017-12-23 01:23:00,2017-12-23 01:29:51,2018-01-03 18:12:58,2018-01-24,nSJQfL5noGlw,OfafuCsnlLjb,509.99,69.33
1VqOjDeppcfa,OEfiQXu4wTZT,delivered,2018-07-06 23:38:02,2018-07-07 10:15:17,2018-07-12 19:48:30,2018-07-25,Kqgfn2UCqWA7,ohSnplkhmSF0,849.5,67.04
IorwsNylKQDt,jhhhzpV3p3rG,delivered,2018-03-22 21:41:30,2018-03-22 21:55:22,2018-03-28 20:32:56,2018-04-04,COkHYKuXLVEl,CutJkKSkib8L,399.2,60.07
Y7MSfaGAfc2l,WWfHCqHw6wAv,delivered,2018-06-01 21:59:58,2018-06-01 22:15:14,2018-06-14 16:36:33,2018-07-19,ZmBu43wEvBlb,KO5ZAQ5NWsGp,100.0,171.88
94Oq2TCMf1tE,AwLZp8qLdzLf,delivered,2018-01-02 16:07:09,2018-01-03 04:14:36,2018-01-08 16:04:55,2018-01-18,bvM5qyTeerjO,l1pYW6GBnPMr,779.9,32.34
leQc5o8CGkMQ,cGM36qBKWNtB,delivered,2017-11-19 10:04:04,2017-11-20 10:15:41,2017-11-29 19:03:25,2017-12-12,URnzca6Qqz7X,YGPAECfdqiAj,115.32,86.85
sSPmMP7QM7mc,wadVKWA1Pt9X,delivered,2017-12-06 18:00:29,2017-12-08 02:54:25,2017-12-18 18:10:53,2018-01-12,dAz11YkQkoue,TuPm19CMKvrM,59.21,41.41
unVvJoq09Tho,ZY41SE479fZq,delivered,2018-07-18 09:53:11,2018-07-18 10:05:20,2018-07-28 18:32:59,2018-08-20,r70PJ6ho14tO,tIDK1g2TMADE,148.97,8.8
KzehKs9LqQ0n,CeJ4l47hx1eK,delivered,2018-07-20 10:01:05,2018-07-20 10:10:20,2018-08-03 20:40:41,2018-08-23,WkXrpLX56hgh,KMUPLmVqQPcw,28.82,13.23
13nmcbFeRvQI,IbHZQs2pswDD,delivered,2018-04-23 12:04:39,2018-04-24 19:24:14,2018-04-26 19:58:45,2018-05-15,fvckx1KMCsDq,UjcKsvgC0OiM,438.99,28.69
xwsPDiG9hRks,cplszN7ubeiA,delivered,2018-05-31 09:59:14,2018-06-02 03:31:40,2018-06-11 18:36:32,2018-06-26,V8zQRRoxojZa,OqWeyYk16t3L,65.06,50.28
vsK1Av7Xc5sX,ZJws3ERPmSLN,delivered,2017-05-08 13:05:01,2017-05-08 13:22:10,2017-05-18 14:13:15,2017-06-01,ZUgY6Jp7dYV1,bl8PTwqK0kvN,125.46,47.92
fM7KvfaWDuug,DcKxXscu7uCt,delivered,2017-09-15 21:48:54,2017-09-16 21:47:48,2017-09-20 19:37:43,2017-09-28,AMKIgKd1s17B,TuPm19CMKvrM,28.55,33.9
Rrudl3LDkKJJ,UlPJI6uRDadt,delivered,2018-06-07 21:35:52,2018-06-07 21:54:39,2018-06-14 18:44:59,2018-07-03,g8Jr222zRYvQ,keIZJltcHwUT,107.63,21.65
v3S0fXyIBFdz,F33Z8tg4mamP,delivered,2018-05-16 15:06:26,2018-05-16 15:34:19,2018-05-22 15:11:26,2018-06-05,LZuA6Wfv8WN5,luzDO2kXE6wp,49.97,63.11
L3nv7Dme9XCp,L8B7MgaPUd0m,delivered,2018-05-15 15:59:01,2018-05-15 16:15:42,2018-05-17 23:25:46,2018-06-01,P5BcSHy2T8HI,JX4iwTS6jjJU,181.56,12.28
FQ7v41D8VaYC,1qc9b1W9otM7,delivered,2018-02-15 19:02:19,2018-02-17 03:47:51,2018-03-07 20:33:08,2018-03-14,QWaws5EnTx6p,Xuc12twC4Fsy,42.89,20.9
qsIFwJBtnvUJ,XzdM8NI9BBoa,processing,2017-09-20 16:36:47,2017-09-21 02:55:37,,2017-10-16,jCUA5l7B0CmL,YoNPehKTWzxY,26.77,70.26
wUHLCVeeTDUo,PiteF2VjbjTc,delivered,2018-03-18 17:01:00,2018-03-18 17:10:29,2018-04-22 17:51:02,2018-04-17,4Fn9DVPxv0eJ,BGPWBRIq3VJB,389.89,58.65
Bb6mREl5BcLZ,93ekF1mXlqZU,delivered,2017-12-20 00:35:32,2017-12-22 02:50:42,2018-01-14 14:08:56,2018-01-18,sCONCvmO1cEY,0Mzbc3aACMOQ,136.9,18.24
JuUM8LC6bkzi,vzUb1C7Mq0Wj,delivered,2018-02-22 09:03:57,2018-02-23 02:10:42,2018-03-05 16:25:12,2018-03-22,D27helji65vm,FcrnIEqLCqVq,159.99,62.6
x0rz2TpamOXd,nFiT2ykhLx2z,delivered,2018-03-26 16:14:38,2018-03-26 16:30:23,2018-03-28 22:43:48,2018-04-06,gM9N7Z9fqw1Q,yrRN2gKIgYet,70.23,34.33
767n2qgwV3vd,44sbDNbUB4Bf,delivered,2017-09-01 20:05:42,2017-09-13 22:00:51,2017-09-06 22:15:45,2017-09-20,zBfibmL867HR,qMSMJjxggK58,517.65,22.52
Qy7NxGcQRYNb,rVPbVpFzRbNu,delivered,2018-05-02 22:36:14,2018-05-03 00:30:38,2018-05-11 17:56:48,2018-05-30,tPlw2QcQOvKf,r7VxefoTVHbb,4099.99,34.29
hDd5HCMSUSMV,1KJi5yCYg9S8,delivered,2017-11-25 18:35:17,2017-11-25 18:51:47,2017-12-16 00:22:08,2018-01-02,HDq02GU8zCWs,kT4UPkqxjZhU,99.97,50.07
7vG7iOE31wcX,lCtu5NgY5ijr,delivered,2017-12-19 23:30:24,2017-12-20 00:33:47,2017-12-22 19:53:21,2018-01-08,U4mv7dmNVM83,ceLyg2V6lyl7,9.95,116.88
FmFwdYGO6tIU,Yw2Cr6uQr0yK,delivered,2018-04-14 09:33:38,2018-04-14 09:52:13,2018-04-23 16:52:05,2018-05-18,LoCG3NDlbIOS,lXgFIHCZtrfT,100.0,171.88
MgVXItqwDmoK,X4mrNxaOIDrf,delivered,2017-06-17 09:59:09,2017-06-17 19:31:01,2017-06-23 10:34:03,2017-07-11,TkJaNHmHromd,oI8R7WsNWWBc,156.3,20.9
LCDO9l6TMDwB,QWsk1nOie3dl,delivered,2018-05-30 14:58:50,2018-05-30 15:15:14,2018-06-04 18:08:49,2018-07-03,U9ZdHAChHMII,yWBcmXHhf5dK,338.9,38.73
0NAZMwqZhn8c,jutET7cpgWTb,delivered,2017-04-20 11:42:01,2017-04-20 11:55:15,2017-04-27 17:56:41,2017-05-23,NbI8HfkkSZt2,jo2uPMClrXIM,39.2,99.88
lCMnJfSdgk3X,II5EEypvD2Ao,delivered,2018-01-01 23:22:57,2018-01-01 23:32:22,2018-01-16 23:48:00,2018-02-01,w8A8VRtvx54T,4x6Z2AgJ9ya3,28.82,38.58
SAjzDnzeA9Sr,9TWewGy8SwJf,delivered,2018-01-07 21:07:17,2018-01-07 21:15:26,2018-01-11 18:07:43,2018-01-31,0hjYGoQ658og,Nt5IHN1ykkhc,692.0,48.35
km1rOkdSvs6G,97HC8uUJF8JM,delivered,2018-08-09 22:39:41,2018-08-09 22:55:21,2018-08-13 18:58:28,2018-08-17,DVWq0PzOWZkI,d3UkhSmgUAO1,84.94,47.51
C0dThAbYzE4x,G57ydFgvPPGz,delivered,2017-03-19 22:53:47,2017-03-19 22:53:47,2017-04-03 14:08:31,2017-04-18,quMdJdcoWWJ4,yxfgQLIrpHFD,620.1,3.51
lg1PWuBOznxJ,AfpSTbpf3Owg,delivered,2018-04-10 11:59:52,2018-04-10 12:10:54,2018-04-11 23:25:42,2018-04-25,FVUGIZeUnbcd,m6IJZtqbZBZn,779.9,34.33
ALmcp3OqI0Uw,77qnBR6M36Eq,delivered,2017-02-04 23:28:25,2017-02-04 23:42:00,2017-03-01 08:37:44,2017-03-15,VAOFMHAkBnvn,gARfii6et32x,359.6,19.3
RcHVjomTzGQc,8lJozwA6hWKE,delivered,2017-11-20 11:46:30,2017-11-20 12:08:31,2017-11-28 19:56:38,2017-12-07,0HH0uZjll0tp,s9PULoMk80qE,1750.0,68.45
0X596JfntkBS,2Z3RmpX0EI3a,delivered,2018-02-21 12:23:15,2018-02-21 12:35:17,2018-02-27 22:48:32,2018-03-14,akZjV5uMtTOT,yGbPyLPc8PmT,2899.0,47.55
nm18Te5shDoS,iC6zwButtVJO,delivered,2017-11-24 10:20:03,2017-11-24 12:14:31,2017-12-15 17:14:20,2017-12-13,HOmP1uDiX01O,K0qPVGdA91KO,620.1,65.28
YHdSTX1u2is3,HYGQKIkQXmHm,delivered,2018-01-15 14:11:07,2018-01-15 14:30:10,2018-01-30 00:12:30,2018-02-06,3FdJ0Mcsb9b0,i2VPd2aaDnzs,128.99,27.02
HMeHO2jvytsf,oth7AdLx4Bwg,delivered,2017-09-08 12:12:48,2017-09-11 07:06:03,2017-10-05 20:14:08,2017-10-06,07V39dQErjrl,gQjbQT5BrO9m,164.98,164.98
wnJPhnmSVv14,2r7XNYE6yTda,delivered,2018-03-02 19:18:39,2018-03-02 19:30:30,2018-03-19 22:33:44,2018-03-23,3tjvLVJr48Wa,G9dmEg7QNcWV,564.99,70.82
xRqeO3e0FsaB,CwnSB0KEpZNm,delivered,2018-03-19 17:29:26,2018-03-19 17:50:28,2018-04-06 18:42:02,2018-04-05,4VIws8ixtz0J,8cMMpAAFEsxE,144.97,50.28
NTNoBWWC7TIL,0aTvMnbw0JOf,delivered,2018-06-11 15:32:06,2018-06-11 16:00:43,2018-06-20 23:08:27,2018-07-17,IT5SKsFhdM6k,d3UkhSmgUAO1,234.9,2.29
qpuWuGBGJrX6,nE7jyaKBtrLC,delivered,2018-06-18 22:47:46,2018-06-18 22:56:23,2018-06-27 16:21:33,2018-07-17,FegP5tFC2kkh,NFUo7mzHc8co,284.0,42.25
H8UlUqRr5VIJ,98zRefRyvMtL,delivered,2018-07-02 16:50:03,2018-07-05 16:35:32,2018-07-11 16:53:43,2018-07-20,SLTlrWtcYt1m,r7VxefoTVHbb,509.99,61.16
Nu5tA3seOfrq,fTQHRqJ2nakz,delivered,2017-02-12 22:51:56,2017-02-14 22:50:11,2017-03-01 11:07:59,2017-03-22,6QmeVAEKZ0o1,an4nnRfYSBxC,93.5,47.7
G2zgtGHGyEG7,xEmx2zvTZxMA,delivered,2017-12-05 20:11:25,2017-12-05 20:36:01,2017-12-18 15:15:21,2017-12-28,3iCMhSzMYMKE,AU9arwujlHdc,100.0,46.22
aHTWlbiAVZgR,msIK1rawvo1o,delivered,2017-11-14 12:43:37,2017-11-14 12:56:06,2017-12-04 15:52:14,2017-12-13,7MMff0NtfSay,Lk4xXGdEifmi,21.73,37.23
geWUJSfGMG5H,zoEL6pG32Uwu,delivered,2018-08-02 12:06:07,2018-08-02 13:04:06,2018-08-13 21:38:56,2018-08-20,lj6j1MRRWPax,luzDO2kXE6wp,113.49,24.11
etGnTsFbPZCI,g2psRfFj8vMi,delivered,2018-04-12 10:25:50,2018-04-13 12:50:52,2018-04-26 22:19:32,2018-05-03,wipRBHAgAuWB,QwTHQ3NRUJGs,128.99,77.98
sUbkJscbGenf,Kzx1bIEHFdYI,shipped,2018-05-04 10:10:12,2018-05-04 10:32:22,,2018-05-21,hJtep1qEjFEp,IjlpYfhUbRQs,46.89,48.82
GR9aNN2XP92x,FpAeDJH0pWxN,delivered,2018-02-02 12:18:22,2018-02-03 02:53:57,2018-03-09 17:08:26,2018-03-01,5EFBA7VYOItK,mmCZV9eruyuF,367.9,8.75
zzKynaTouKGB,Ij6fnaTZy1vC,delivered,2018-04-23 09:31:12,2018-04-24 17:29:46,2018-04-26 16:56:50,2018-05-16,lZfc4Rcm9yEU,l1pYW6GBnPMr,779.9,69.23
cYfI2ndI3R7c,VIRoQmbBz2ot,delivered,2017-09-20 16:58:40,2017-09-22 04:32:37,2017-10-03 21:13:27,2017-10-18,50q0le5kTz8x,hmS6KkvxMbyF,12.02,47.55
iQRpIBC4RmGz,Bup1aKwmzmcc,delivered,2018-03-31 11:25:53,2018-03-31 11:47:57,2018-04-11 16:44:27,2018-04-27,PmJ7avoCwPlc,jMQnN9oqVBf9,249.88,10.23
O4DfbBBNh3VY,qMy4csQA1OmH,delivered,2017-08-10 10:42:48,2017-08-10 10:55:24,2017-08-15 15:52:34,2017-08-31,gOvXWFwAeypH,Q7KPZkDolYKN,106.6,20.02
S8IOXeCNEHMg,eI1jwBS2K1xq,delivered,2017-11-27 14:18:56,2017-11-27 14:32:59,2017-12-14 17:58:44,2017-12-21,Frot5FLjBR6q,SgeUigb5Vbiv,31.5,44.4
1NL6NuMkiTwx,LqfUkVA6LwHG,delivered,2018-02-20 13:46:13,2018-02-22 02:30:52,2018-03-09 21:24:51,2018-03-21,10CdCi3zYLWu,tjn9TXOjEGlU,419.9,47.55
lt6UuEE3YFaZ,Ry0pz9PVDf0d,delivered,2018-02-04 19:14:58,2018-02-04 19:30:20,2018-02-07 20:36:34,2018-02-21,oX8dgtFlR8Vj,T5TAziawiIyq,28.82,19.86
PvaHp2pHNqZB,rQc0RQq71RIb,delivered,2018-08-20 19:38:19,2018-08-20 19:50:41,2018-08-28 01:39:35,2018-09-04,wMRWArc2aEnB,ftbUjJ6Gsazg,261.0,73.09
IkWzqsT0oFsm,O1ntXwNNNEOP,delivered,2017-09-23 15:05:38,2017-09-23 15:15:16,2017-10-06 17:28:06,2017-11-13,CpeCg2UGCL6P,AvTLykupHOIB,2600.0,49.72
AdjWcaRCQBpQ,8lnV0XZK5EY5,delivered,2018-04-28 09:58:28,2018-04-28 10:13:39,2018-05-17 23:38:45,2018-06-04,Y9RZLlJmz7ht,8rHUnSQeQcMj,38.94,62.05
rnlRmJt4lfQz,0istvQitmAf5,delivered,2017-08-31 21:44:52,2017-08-31 21:55:18,2017-09-05 17:54:07,2017-09-20,ItUEMsARYsuL,IHL7YQnnU4LS,111.27,20.9
UHrGwigQhzvK,vqt4e33Db2cT,delivered,2018-02-24 18:22:14,2018-02-27 04:31:10,2018-03-01 21:04:43,2018-03-12,oQTLvZeqoDwN,FRAkUwkY4tZy,170.5,106.89
U3abdJW9nJOb,pmy1zhdxIkVx,delivered,2017-09-26 00:32:16,2017-09-28 02:56:55,2017-10-03 17:22:36,2017-10-24,c6gM02gPWwP7,wnF6o59qfQ7x,33.8,0.61
DAC5J4z2MBJ3,pnJ2ADpVwX66,delivered,2018-04-12 20:32:09,2018-04-12 20:49:07,2018-05-04 19:06:55,2018-05-21,AHtEmGrcZYnz,EGW4UK5bOeEZ,44.6,94.94
qhLno1pet1H8,SekQdgDYB8rW,delivered,2017-11-20 22:39:54,2017-11-22 12:48:59,2017-11-25 12:22:50,2017-12-01,ZZFvBfRz2Ue0,yGbPyLPc8PmT,2899.0,32.34
UT85MGLRO393,rZHW6VFkQoD2,delivered,2017-03-22 15:14:25,2017-03-22 15:14:25,2017-03-30 10:09:33,2017-04-18,J8zOJwB872fk,tQFHgEUSAMiP,509.99,110.61
QxOZA08Cd5sh,gaQSbVEwcFkf,delivered,2018-02-14 16:34:27,2018-02-21 12:28:15,2018-02-28 20:09:19,2018-03-09,Sr7PutUF6W74,a2Z36gRD1w1y,56.5,8.6
dlLiWFrXRqmx,WLQv8xB9lMqK,delivered,2018-01-18 10:27:40,2018-01-18 10:36:24,2018-01-29 16:18:30,2018-02-08,QokGd0FR6Fqz,XiLZgWSbLbMn,347.45,18.01
Ez0xtopgckTG,AYksoPVk6Ngu,delivered,2017-10-07 11:30:13,2017-10-09 15:49:44,2017-10-17 18:56:38,2017-11-03,4kAcicoKA3Ls,3EIRvF91uvoZ,268.38,59.35
XaWw07wjm2RS,Nensmc7L9rg4,delivered,2018-02-20 20:41:50,2018-02-20 20:55:52,2018-03-03 16:04:27,2018-03-16,F3eQggeyQCvX,1tQEjUJuOyJ8,109.82,70.82
bTWHjiu46xMe,aFI2xUtNfo09,canceled,2017-03-29 19:56:47,2017-03-29 20:10:17,,2017-05-12,up9jWQJ5EgQK,SGwFhzogonFC,44.88,95.9
wnpyRXSguJWj,4Dw0cZ1OtRqg,delivered,2018-07-18 14:07:03,2018-07-18 14:22:13,2018-07-27 22:53:41,2018-08-07,f1gZANhm4OBS,CQsufpmy1WxU,579.0,89.34
fpuDtq7JK1RI,jBaDC2LTXouZ,delivered,2018-03-05 15:05:51,2018-03-05 16:15:40,2018-03-09 19:38:41,2018-03-15,DMDFjSf6cBl1,8cMMpAAFEsxE,144.97,32.34
7RcUNJbP8G8m,ojQ5kDCvnBmU,delivered,2018-06-10 18:05:07,2018-06-10 19:38:14,2018-06-15 18:58:36,2018-07-05,Ohbc48Rd4aID,XtMe6nOWLmYg,106.74,69.82
QaIJ1KgllXt2,CQPPN7rc7JRU,processing,2017-02-24 11:01:24,2017-02-24 11:10:21,,2017-03-27,DSBxMkL3Zu1E,oMX7XDg7PCkP,779.9,37.93
